100,1,643.5,1.397342496,0.001649553
100,3,571.2,1.24034504,0.0023685
100,5,610.2,1.325032464,0.002232657
100,7,642.4,1.394953876,0.002113152
100,9,660.8,1.434908968,0.002091506
100,11,713.1,1.548476975,0.00209631
100,13,714.1,1.550648448,0.002047137
100,15,727.4,1.579529031,0.001950303
100,17,777.1,1.687451209,0.002005591
100,19,776.2,1.685496884,0.001962068
100,21,776.8,1.686799768,0.001944698
100,23,793.7,1.723497651,0.001965294
100,25,819.7,1.779955934,0.001976331
100,27,824.9,1.791247591,0.001951105
100,29,845.1,1.835111333,0.001968983
100,31,836.8,1.817088112,0.001927679
100,33,883.5,1.918495874,0.001989199
100,35,805.7,1.74955532,0.001847835
100,37,927.3,2.013606365,0.00201536
100,39,893.2,1.939559156,0.001983794
200,1,1628.4,1.536714288,0.003623172
200,3,1387.2,1.309094854,0.004997215
200,5,1440.5,1.359393842,0.005076621
200,7,1490.5,1.406578633,0.006500219
200,9,1558.5,1.47074995,0.004441436
200,11,1587.9,1.498494607,0.004337151
200,13,1680.6,1.58597521,0.004352345
200,15,1748.6,1.650146527,0.004342836
200,17,1762.4,1.663169529,0.004344292
200,19,1799.5,1.698180644,0.004376944
200,21,1834.6,1.731304368,0.004276791
200,23,1759.2,1.660149703,0.004088341
200,25,1917.9,1.809914231,0.004327688
200,27,1894.3,1.787643009,0.004220003
200,29,1992.8,1.880597048,0.004345995
200,31,1983.4,1.871726307,0.004282626
200,33,2204.2,2.080094346,0.004583352
200,35,1944.1,1.834639061,0.004218667
200,37,2068.4,1.951940453,0.004367689
200,39,2112.6,1.993651809,0.004422298
400,1,3725.8,1.554628243,0.008112187
400,3,3203.7,1.336776666,0.014015007
400,5,3290.1,1.372827951,0.013421986
400,7,3376.9,1.409046141,0.014005204
400,9,3561,1.485863753,0.012685144
400,11,3598.6,1.501552739,0.012092755
400,13,3821.6,1.594601775,0.012501708
400,15,3849.7,1.606326788,0.012020948
400,17,3990.3,1.664993579,0.011779617
400,19,4062.1,1.694952865,0.011621291
400,21,4203.5,1.753953465,0.011761826
400,23,4274.8,1.78370412,0.011409577
400,25,4245.6,1.771520121,0.010954556
400,27,4388.9,1.831313515,0.010821101
400,29,4377,1.826348118,0.01055157
400,31,4418,1.843455788,0.009886878
400,33,4319.2,1.802230476,0.009913019
400,35,4459.3,1.860688637,0.009671055
400,37,4615.1,1.925697784,0.009952038
400,39,4584.4,1.912887894,0.009682196
800,1,7990.4,1.494178033,0.017100209
800,3,7367.5,1.377697819,0.026437792
800,5,7464.5,1.395836494,0.02574641
800,7,7745.7,1.448419952,0.025185326
800,9,7851.3,1.468166799,0.025109135
800,11,8156,1.525144678,0.024849863
800,13,8452.9,1.580663983,0.026722669
800,15,8560.9,1.600859621,0.026671769
800,17,8785.5,1.642859069,0.026899001
800,19,8996.2,1.682259263,0.028466127
800,21,9101.1,1.701875212,0.027981547
800,23,9235.9,1.72708236,0.02857889
800,25,9377.8,1.753617185,0.028946168
800,27,9543.1,1.784527731,0.029586864
800,29,9732.8,1.820000996,0.029354835
800,31,9654.4,1.805340458,0.028476481
800,33,9897.2,1.850743245,0.020240331
800,35,10047,1.878755343,0.020318245
800,37,10488.2,1.961258265,0.020850537
800,39,10024,1.87445442,0.020365606
1600,1,19295.9,1.634634264,0.038035222
1600,3,16757.3,1.41957912,0.048194484
1600,5,17067.7,1.445874368,0.046138051
1600,7,17116.4,1.449999943,0.043724787
1600,9,17387.8,1.472991343,0.04463975
1600,11,18263.1,1.54714157,0.042952563
1600,13,18566.1,1.572809934,0.042368178
1600,15,18993.5,1.609016728,0.04255208
1600,17,19221.2,1.628306122,0.042157821
1600,19,19520.5,1.653661044,0.042515697
1600,21,19903.9,1.686140419,0.042477826
1600,23,20337,1.722830084,0.04251432
1600,25,20099.2,1.702685078,0.043021438
1600,27,20916.3,1.771904946,0.043183671
1600,29,21103.2,1.787738006,0.042459552
1600,31,21046.2,1.782909304,0.047728039
1600,33,21306.3,1.804943434,0.042299575
1600,35,21401.7,1.813025157,0.042135653
1600,37,22043.6,1.867403119,0.043248847
1600,39,22311.9,1.890131905,0.051986812
3200,1,42687.9,1.652846484,0.082436491
3200,3,37168,1.439119706,0.102489683
3200,5,37064.1,1.435096769,0.097615694
3200,7,37798.2,1.463520622,0.099932569
3200,9,38617.2,1.495231746,0.105205999
3200,11,39360.3,1.524004073,0.091747569
3200,13,40376.1,1.563335159,0.101178526
3200,15,41088.2,1.590907187,0.090249
3200,17,41633.2,1.612009216,0.089971175
3200,19,42484.7,1.644978718,0.088554767
3200,21,43216.1,1.673298029,0.091023998
3200,23,43957.2,1.701992917,0.089730661
3200,25,43971.1,1.702531116,0.08807242
3200,27,45031.8,1.743600699,0.089180985
3200,29,45269.8,1.752815898,0.092388076
3200,31,45694.7,1.769267737,0.08963253
3200,33,46603.5,1.804455855,0.090753185
3200,35,47039.5,1.821337479,0.098256131
3200,37,47333.2,1.832709344,0.089903002
3200,39,47962.2,1.857063796,0.090837545
6400,1,94726.3,1.688828664,0.176773648
6400,3,81498.8,1.453002065,0.211428034
6400,5,81320.6,1.449825025,0.200462607
6400,7,81845.2,1.459177861,0.193224206
6400,9,84282.5,1.502631285,0.191455418
6400,11,85683.8,1.527614374,0.190878473
6400,13,86992.1,1.550939412,0.185705025
6400,15,88610.2,1.579787722,0.191233229
6400,17,90140.5,1.607070689,0.187822785
6400,19,91680.6,1.634528375,0.189547663
6400,21,92864.5,1.655635547,0.189279224
6400,23,93804.2,1.672388996,0.185812753
6400,25,95324.9,1.699500809,0.191391854
6400,27,96249.1,1.715977917,0.187997841
6400,29,97112.5,1.731371052,0.193125127
6400,31,98494.3,1.756006485,0.188864163
6400,33,99539.6,1.774642625,0.190012874
6400,35,100873.1,1.798416941,0.190655025
6400,37,101333.3,1.806621621,0.188585332
6400,39,101933.8,1.817327641,0.191803859
12800,1,204410.8,1.688617454,0.368395636
12800,3,176349.8,1.456808302,0.442374776
12800,5,177310.5,1.464744549,0.419242991
12800,7,178357.5,1.473393713,0.405692992
12800,9,181591.6,1.500110294,0.397698214
12800,11,183936.2,1.519478804,0.392602038
12800,13,187868.5,1.551963146,0.389127688
12800,15,190788.5,1.576084978,0.391390412
12800,17,193685.4,1.600015983,0.389250608
12800,19,196729,1.625158862,0.388131396
12800,21,199129.6,1.644989982,0.387595756
12800,23,201772.9,1.666826023,0.401154231
12800,25,203851.1,1.683993828,0.408414736
12800,27,206469.5,1.705624172,0.41114481
12800,29,209197.1,1.728156607,0.415909249
12800,31,210384,1.73796147,0.40006047
12800,33,211886.9,1.750376779,0.399184154
12800,35,214064.6,1.768366544,0.402516598
12800,37,214892.8,1.775208222,0.39983745
12800,39,216981,1.792458637,0.405315709
25600,1,436059.2,1.678126023,0.761748696
25600,3,386817,1.488622815,1.135227629
25600,5,381587.1,1.468496118,1.010632951
25600,7,384823.1,1.480949509,0.941899532
25600,9,389344,1.498347697,0.906911246
25600,11,397073.8,1.528094985,0.879547195
25600,13,401342.8,1.544523764,0.866169477
25600,15,407223.1,1.567153454,0.862567802
25600,17,414324.4,1.594482028,0.852100584
25600,19,420541.7,1.618408625,0.854426545
25600,21,425527.5,1.63759593,0.848028543
25600,23,428582.6,1.649353147,0.845455814
25600,25,434224.9,1.67106692,0.844247362
25600,27,438760.9,1.688523219,0.840224761
25600,29,443517.4,1.706828088,0.839199612
25600,31,446035,1.716516795,0.836367843
25600,33,450796,1.734838982,0.840014066
25600,35,453279.3,1.74439569,0.833649433
25600,37,456355.4,1.756233723,0.836125284
25600,39,462175.1,1.778630201,0.835615824
51200,1,965613.9,1.73925905,1.633805556
51200,3,832197.4,1.498949901,2.338469348
51200,5,821138,1.479029763,2.076778767
51200,7,821744.2,1.480121648,1.936504498
51200,9,831628,1.4979243,1.865913374
51200,11,847108.1,1.525806981,1.832394269
51200,13,861154.8,1.551107828,1.802395193
51200,15,870543.8,1.568019249,1.774817977
51200,17,881171.7,1.587162171,1.772104267
51200,19,889678,1.602483677,1.776143529
